name,address,tel,category_no,category,genre,ticket_type,geocode_address,note,contact
中俣酒造 茂助,八丁堀4-9-9　1階,03-6280-3524,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,和食居酒屋,all,東京都中央区八丁堀4-9-9,,
鰻の成瀬 日本橋店,東日本橋3-6-12　加藤ビル,03-3667-7740,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,うなぎ料理店,all,東京都中央区東日本橋3-6-12,,
手打ち蕎麦 たむら,東日本橋3-10-9,03-6231-0085,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,手打ち蕎麦 たる酒,all,東京都中央区東日本橋3-10-9,,
新日本焼肉党 東日本橋店,東日本橋3-11-6　1F,03-5623-9755,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,山形牛一頭買い炭火焼肉 牛生肉,all,東京都中央区東日本橋3-11-6,,
京乃菜,湊1-1-16　TMKビル1F,03-5776-9831,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,おばんざいとお酒、和食,all,東京都中央区湊1-1-16,,
手打ちそば 梠炉,湊2-6-6,03-6262-8109,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,そば,all,東京都中央区湊2-6-6,,
割烹 嶋村,八重洲1-4-10　東京建物八重洲仲通りビル1～2F,03-3271-9963,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,割烹料理,all,東京都中央区八重洲1-4-10,,
幸の鳥うなぎのぼり,八重洲1-5-12　寺田ビル,03-6262-5375,13,和食、日本料理、そば、天ぷら、もんじゃ、お好み焼き,居酒屋,all,東京都中央区八重洲1-5-12,,
まんぷく苑,勝どき1-7-1-208　勝どきサンスクエアビル2階,03-3531-2989,14,中華、焼肉,元祖タン塩・カルビ塩,all,東京都中央区勝どき1-7-1-208,,
勝どき徳寿本店,勝どき2-10-4　宮野海運ビル1階,03-3532-2049,14,中華、焼肉,焼肉レストラン,all,東京都中央区勝どき2-10-4,,
国泰飯店,京橋2-5-18　京橋創生館ビル1F,03-6263-0118,14,中華、焼肉,中華料理店,all,東京都中央区京橋2-5-18,,
銀座アスター本店,銀座1-8-16,03-3563-1011,14,中華、焼肉,レストラン,all,東京都中央区銀座1-8-16,,
俺の焼肉 銀座４丁目店,銀座4-10-10　銀座山王ビルB1F,03-6260-6537,14,中華、焼肉,飲食店,all,東京都中央区銀座4-10-10,,
銀座 米沢牛黄木,銀座5-7-6　iliv12階,03-6264-5495,14,中華、焼肉,肉料理,all,東京都中央区銀座5-7-6,,
銀座アスター銀座南店,銀座5-9-11,03-3571-4550,14,中華、焼肉,レストラン,all,東京都中央区銀座5-9-11,,
鉄板焼 しろや銀座亭,銀座5-9-16　GINZA-A5 3F,03-6263-8246,14,中華、焼肉,高級鉄板焼,all,東京都中央区銀座5-9-16,,
日高屋 東銀座店,銀座5-13-18,03-3546-2623,14,中華、焼肉,ラーメン店,all,東京都中央区銀座5-13-18,,
銀座創龍,銀座6-4-18　マキシトピアビル1階,03-3289-0550,14,中華、焼肉,ラーメン店,all,東京都中央区銀座6-4-18,,
赤坂璃宮 銀座店,銀座6-8-7　交詢ビル5F,03-3569-2882,14,中華、焼肉,中華,all,東京都中央区銀座6-8-7,,
天空飲茶酒家,銀座7-2-20　パシフィック銀座ビル8F,03-5568-6868,14,中華、焼肉,中華料理,all,東京都中央区銀座7-2-20,,
肉料理 KOJIRO,銀座7-2-20　パシフィック銀座ビル6F,03-5568-7024,14,中華、焼肉,肉料理,all,東京都中央区銀座7-2-20,,
武蔵別邸巌流島,銀座7-2-20　パシフィック銀座ビル5F,03-5568-5555,14,中華、焼肉,肉料理,all,東京都中央区銀座7-2-20,,
焼肉 炙屋武蔵,銀座7-2-20　パシフィック銀座ビル4F,03-5568-7020,14,中華、焼肉,焼肉店,all,東京都中央区銀座7-2-20,,
青山シャンウェイ銀座店,銀座7-12-5　銀星ビル1F,03-6260-6996,14,中華、焼肉,中華料理,all,東京都中央区銀座7-12-5,,
味の中華 羽衣,銀座7-12-14,03-3542-8560,14,中華、焼肉,中華料理店,all,東京都中央区銀座7-12-14,,
銀座桃花源,銀座8-8-11　博品館ビル5階,03-3569-2471,14,中華、焼肉,中国四川料理,all,東京都中央区銀座8-8-11,,
琴ヶ梅,新川2-1-10,03-3552-8422,14,中華、焼肉,力士料理,all,東京都中央区新川2-1-10,,
甲州天山,新川2-11-1　東豊エステート1階,03-3551-4431,14,中華、焼肉,飲食店,all,東京都中央区新川2-11-1,,
中国菜 漢,新川2-18-4-101八重洲マンション,03-6435-4850,14,中華、焼肉,中華料理店,all,東京都中央区新川2-18-4-101八重洲マンション,,
和焼肉 山形山 月島店,月島1-5-2　1F,03-6228-2954,14,中華、焼肉,山形牛一頭買い和食焼肉 牛生肉,all,東京都中央区月島1-5-2,,
焼肉スタミナ苑月島店,月島1-8-2　月島YSビル1～3階,03-6228-2432,14,中華、焼肉,焼肉,all,東京都中央区月島1-8-2,,
健康中華 青蓮 東銀座店,築地1-13-1　銀座松竹スクエア1階,03-3541-7858,14,中華、焼肉,身体に優しいヘルシー中華料理店,all,東京都中央区築地1-13-1,,
焼肉 がんちゃん,日本橋小伝馬町14-13,03-5801-9906,14,中華、焼肉,焼肉店,all,東京都中央区日本橋小伝馬町14-13,,
Horumon.えいた,日本橋小伝馬町16-14　リェール日本橋102,03-3527-3237,14,中華、焼肉,焼肉,all,東京都中央区日本橋小伝馬町16-14,,
新東京焼肉 遊心 宴,日本橋蛎殻町1-32-2,03-6661-9767,14,中華、焼肉,焼肉,all,東京都中央区日本橋蛎殻町1-32-2,,
中国料理 翠蓮,日本橋蛎殻町1-38-9　宮前ビルB1,03-3664-0036,14,中華、焼肉,中国料理,all,東京都中央区日本橋蛎殻町1-38-9,,
日高屋 水天宮前店,日本橋蛎殻町2-5-7,03-3664-4087,14,中華、焼肉,ラーメン店,all,東京都中央区日本橋蛎殻町2-5-7,,
焼肉 あかぎ,日本橋茅場町1-3-9　MYビル1階,03-3662-8929,14,中華、焼肉,焼肉,all,東京都中央区日本橋茅場町1-3-9,,
大洋軒,日本橋茅場町1-4-2,03-3639-4628,14,中華、焼肉,中華料理店,all,東京都中央区日本橋茅場町1-4-2,,
彩味園,日本橋茅場町2-16-11,03-3808-1588,14,中華、焼肉,中華料理,all,東京都中央区日本橋茅場町2-16-11,,
日本橋イタダキ,日本橋富沢町10-15,03-3639-3577,14,中華、焼肉,焼肉店,all,東京都中央区日本橋富沢町10-15,,
焼肉 燈花,日本橋人形町2-23-1　パークホームズ日本橋人形町二丁目1階,03-6810-8731,14,中華、焼肉,焼肉,all,東京都中央区日本橋人形町2-23-1,,
日高屋 人形町店,日本橋人形町3-7-9,03-3664-7485,14,中華、焼肉,ラーメン店,all,東京都中央区日本橋人形町3-7-9,,
日高屋 馬喰町西口店,日本橋馬喰町1-5-10,03-3669-2455,14,中華、焼肉,ラーメン店,all,東京都中央区日本橋馬喰町1-5-10,,
新東京焼肉 遊心,日本橋浜町2-47-5,03-6661-2243,14,中華、焼肉,焼肉,all,東京都中央区日本橋浜町2-47-5,,
萬福菜館,日本橋浜町3-3-1　トルナーレ日本橋浜町202,03-6661-9938,14,中華、焼肉,中華,all,東京都中央区日本橋浜町3-3-1,,
yakiniku okideli,日本橋堀留町2-1-1　藤和堀留町ビル2Ｆ,03-6661-2179,14,中華、焼肉,焼肉,all,東京都中央区日本橋堀留町2-1-1,,
Yakiniku BarBies,日本橋本石町1-1-9　新日本橋ビルB1,03-6281-9729,14,中華、焼肉,焼肉,all,東京都中央区日本橋本石町1-1-9,,
焼肉処 バッテン,日本橋室町1-9-9,03-5201-6060,14,中華、焼肉,焼肉屋,all,東京都中央区日本橋室町1-9-9,,
紅福,八丁堀2-15-5,080-4328-5218,14,中華、焼肉,中華料理,all,東京都中央区八丁堀2-15-5,,
梨の家 八丁堀店,八丁堀2-21-6,03-5541-5219,14,中華、焼肉,焼肉店,all,東京都中央区八丁堀2-21-6,,
焼肉TAKATOEN八丁堀店,八丁堀3-9-5,03-5542-0440,14,中華、焼肉,黒毛和牛山形牛雪降り和牛尾花沢取扱指定店,all,東京都中央区八丁堀3-9-5,,
日高屋 八丁堀新大橋通店,八丁堀3-21-3,03-3553-6004,14,中華、焼肉,ラーメン店,all,東京都中央区八丁堀3-21-3,,
焼肉丸苑,東日本橋3-2-2　日本橋ビル ライフワン,03-6264-8025,14,中華、焼肉,焼肉店,all,東京都中央区東日本橋3-2-2,,
フレッシュネスバーガー聖路加タワー店,明石町8-1　聖路加タワー1F,03-6264-1610,15,その他飲食店,ファストフード店,all,東京都中央区明石町8-1,,
焼鳥 さくら家,入船1-3-4,03-3551-4878,15,その他飲食店,焼き鳥,all,東京都中央区入船1-3-4,,
入船町火吹男,入船1-3-8,03-6222-9840,15,その他飲食店,飲食店,all,東京都中央区入船1-3-8,,
肉キッチンボイチ 入船店,入船1-3-9,03-3553-2089,15,その他飲食店,肉バル,all,東京都中央区入船1-3-9,,
つきじ左光,入船3-1-5　SKMギンザイーストビル,03-3297-2080,15,その他飲食店,居酒屋,all,東京都中央区入船3-1-5,,
ESORA COFFEE BREWERS.,入船3-9-5　kunshi-ran １F,090-7634-6343,15,その他飲食店,コーヒースタンド,all,東京都中央区入船3-9-5,,
BAR FAIRY,勝どき1-8-1　勝どきビュータワーＢ1F 103b,03-6204-9352,15,その他飲食店,バー,all,東京都中央区勝どき1-8-1,,
炭火焼鳥 釜めし 鳥善,勝どき1-8-1　勝どきビュータワー211B,03-3533-1454,15,その他飲食店,焼鳥・釜めし,all,東京都中央区勝どき1-8-1,,
みんなの台所,勝どき2-11-10,090-5274-3248,15,その他飲食店,ランチ・惣菜,all,東京都中央区勝どき2-11-10,,
魚民 勝どき駅前店,勝どき3-3-10　MIハイツ1階,03-3531-6188,15,その他飲食店,居酒屋,all,東京都中央区勝どき3-3-10,,
Social Parlor omnivore,勝どき3-5-14,03-6204-9955,15,その他飲食店,バー,all,東京都中央区勝どき3-5-14,,
カトルセ 勝どき店,勝どき4-1-5,03-6225-0944,15,その他飲食店,スペイン料理店,all,東京都中央区勝どき4-1-5,,
酒処 舌菜魚,京橋2-6-13　イーストビルB1F,03-3564-3001,15,その他飲食店,居酒屋,all,東京都中央区京橋2-6-13,,
ダイニングステージ アーチ,京橋2-6-21　パイロット阪急阪神グリーンビル7階,03-6228-7152,15,その他飲食店,飲食業,all,東京都中央区京橋2-6-21,,
ＢＥＥＦ ＵＰ ＴＯＫＹＯ,京橋3-1-1　東京スクエアガーデンB1F,03-6265-1549,15,その他飲食店,ステーキ店,all,東京都中央区京橋3-1-1,,
スパゲッティー＆カレー専門店ジャポネ,銀座1-2　銀座インズ3-1階,03-3567-4749,15,その他飲食店,スパゲッティー＆カレー専門店,all,東京都中央区銀座1-2,,
ＴＯＳＡ ＤＩＮＩＮＧ おきゃく,銀座1-3-13　オーブプレミア2F,03-3538-4351,15,その他飲食店,土佐料理を基本にした飲食店,all,東京都中央区銀座1-3-13,,
銀座イタリー亭,銀座1-6-8　西山興業銀座ビル,03-3564-2371,15,その他飲食店,イタリア料理,all,東京都中央区銀座1-6-8,,
過門香 銀座本店,銀座1-10-6　銀座ファーストビルB1,03-3563-7900,15,その他飲食店,飲食店,all,東京都中央区銀座1-10-6,,
土風炉 銀座一丁目店,銀座1-10-6　銀座ファーストビルB2,03-3563-3033,15,その他飲食店,飲食店,all,東京都中央区銀座1-10-6,,
CAFe&BAR STROPSe,銀座1丁目11番1号　コナミクリエイティブセンター銀座1階,03-6636-0602,15,その他飲食店,カフェバー,all,東京都中央区銀座1丁目11番1号,,
ｎｉ－ｋｅ（ニーケ）,銀座1-19-8　銀座サクラビル1F,03-6263-2719,15,その他飲食店,西洋料理店,all,東京都中央区銀座1-19-8,,
Ｖｉｎ ｄｅ Ｒｅｖｅ,銀座1-20-1　ガーデンスクエア銀座1F,03-3563-6040,15,その他飲食店,フレンチレストラン,all,東京都中央区銀座1-20-1,,
欧風料理 シャンティイ,銀座1-20-9　岡崎ビルB1,03-6271-0768,15,その他飲食店,フランス料理店,all,東京都中央区銀座1-20-9,,
Bar Rise&Shine,銀座1-20-10　GYBビル 2階,090-8559-1036,15,その他飲食店,バー,all,東京都中央区銀座1-20-10,,
鉄板焼 八七,銀座1-21-1　ギンザヨシダビルⅡ 1階,03-6264-4555,15,その他飲食店,鉄板焼・バナナジュース,all,東京都中央区銀座1-21-1,,
銀座 日東コーナー 1948,銀座1-27-10　ザアソシエイトビル1F,03-3535-6567,15,その他飲食店,飲食店,all,東京都中央区銀座1-27-10,,
Ｇｉｎｚａ Ｒｏｏｔｓ Ｔｏｋｙｏ,銀座2-4-18　アルボーレ銀座7階,03-5579-9330,15,その他飲食店,飲食店ダイニングバー,all,東京都中央区銀座2-4-18,,
Barたか坂,銀座2-4-19　GINZA SENRIKEN 6F,03-6228-7087,15,その他飲食店,オーセンティックバー,all,東京都中央区銀座2-4-19,,
Super Bacana,銀座2-5-19　PUZZLE銀座10F,03-6264-4968,15,その他飲食店,シュラスコレストラン,all,東京都中央区銀座2-5-19,,
香港1997 銀座トレシャス店,銀座2-6-5　銀座トレシャス9F,03-6228-7258,15,その他飲食店,中華料理専門店,all,東京都中央区銀座2-6-5,,
N9Y BUTCHERS GRILL NEWYORK 銀座店,銀座2-6-8　日本生命銀座ビルB1,03-5524-0055,15,その他飲食店,飲食店,all,東京都中央区銀座2-6-8,,
175°DENO担担麺 GINZa,銀座2-6-16　銀座第2吉田ビル B1F,03-6264-4044,15,その他飲食店,担担麺専門店,all,東京都中央区銀座2-6-16,,
ＫＡＩＲＡＤＡ,銀座2-14-6　1階,03-3248-3355,15,その他飲食店,フランス料理店,all,東京都中央区銀座2-14-6,,
ガスト銀座インズ,銀座3-1　銀座インズ1-2階,03-3562-8225,15,その他飲食店,飲食業,all,東京都中央区銀座3-1,,
銀座スイス 銀座本店,銀座3-4-4　大倉別館2F,03-3563-3206,15,その他飲食店,西洋料理,all,東京都中央区銀座3-4-4,,
麹蔵 銀座店,銀座3-4-6　正隆銀座ビルB1,03-3567-4843,15,その他飲食店,飲食店,all,東京都中央区銀座3-4-6,,
韓豚屋 銀座３丁目店,銀座3-4-6　正隆銀座ビル2F,03-3563-6166,15,その他飲食店,飲食店,all,東京都中央区銀座3-4-6,,
煉瓦亭,銀座3-5-16,03-3561-3882,15,その他飲食店,洋食屋,all,東京都中央区銀座3-5-16,,
長寿韓酒房 銀座店,銀座3-9-11　紙パルプ会館 B1F,03-3541-5115,15,その他飲食店,韓国料理,all,東京都中央区銀座3-9-11,,
薬膳Dining ＆ Bar 銀座しんのう,銀座3-11-7　鶴見ビル,03-6264-3412,15,その他飲食店,薬膳料理,all,東京都中央区銀座3-11-7,,
Les Freres AOKI レフアオキ,銀座3-12-6,03-6264-3959,15,その他飲食店,フランス料理,all,東京都中央区銀座3-12-6,,
ラ・ボッテガイア,銀座3-12-15　銀座細谷ビル1階,03-6264-3565,15,その他飲食店,イタリア料理,all,東京都中央区銀座3-12-15,,
BAR LAZUR,銀座3-13-19　華立ビル１F＆２F,03-6264-0510,15,その他飲食店,バー,all,東京都中央区銀座3-13-19,,
㈱不二家 数寄屋橋店,銀座4-2-12　クリスタルビル2F,03-3562-0681,15,その他飲食店,飲食店,all,東京都中央区銀座4-2-12,,
銀座みかわや,銀座4-7-12　三越銀座店新館1階,03-3561-2006,15,その他飲食店,洋食店,all,東京都中央区銀座4-7-12,,
銀之塔,銀座4-13-6,03-3541-6395,15,その他飲食店,ビーフシチュー店,all,東京都中央区銀座4-13-6,,
三笠会館 本店,銀座5-5-17,03-3289-5659,15,その他飲食店,飲食店,all,東京都中央区銀座5-5-17,,
スペインレストラン銀座エスペロ,銀座5-6-10　B1,03-6274-6332,15,その他飲食店,レストラン,all,東京都中央区銀座5-6-10,,
近江うし焼肉 にくＴＡＴＳＵ銀座,銀座5-7-6　I Liv 15階,03-3289-2929,15,その他飲食店,飲食店,all,東京都中央区銀座5-7-6,,
舌牛 銀座店,銀座5ｰ7-19　銀座フォーリービル5F,03-6228-5290,15,その他飲食店,飲食店,all,東京都中央区銀座5-7-19,,
ＦＡＮＣＬ ＢＲＯＷＮ ＲＩＣＥ ＭＥＡＬＳ,銀座5-8-16　ファンケル銀座スクエアB1階,03-3289-0721,15,その他飲食店,イタリアン,all,東京都中央区銀座5-8-16,,
SONOKOCAFE銀座店,銀座5-9-1　銀座幸ビル,03-4335-7878,15,その他飲食店,カフェ,all,東京都中央区銀座5-9-1,,
京華小吃（ジンホア）銀座店,銀座5-9-6-1F,03-6274-6406,15,その他飲食店,小籠包と餃子の店,all,東京都中央区銀座5-9-6-1F,,
銀座うかい亭,銀座5-15-8　時事通信ビル1F,03-3544-5252,15,その他飲食店,飲食店,all,東京都中央区銀座5-15-8,,
さくら水産 東銀座店,銀座5-15-18　銀座東新ビルB1,03-3544-6105,15,その他飲食店,居酒屋,all,東京都中央区銀座5-15-18,,
銀座Ｓｕｎ－ｍｉ本店エミュ,銀座6-3-9,03-5568-3300,15,その他飲食店,フランス料理,all,東京都中央区銀座6-3-9,,
銀座Ｓｕｎ－ｍｉ本店サント・ウベルトス,銀座6-3-9,03-5568-3300,15,その他飲食店,イタリア料理,all,東京都中央区銀座6-3-9,,
竹富島,銀座6-12-13,03-5659-8491,15,その他飲食店,沖縄料理,all,東京都中央区銀座6-12-13,,
ビストロjeujeu 銀座コリドー店,銀座7-2　コリドー街1F,03-3573-8102,15,その他飲食店,フレンチ,all,東京都中央区銀座7-2,,
サラマンジェ,銀座7-2-8　高谷銀座ビル地下1階,03-6280-6481,15,その他飲食店,フランス料理店,all,東京都中央区銀座7-2-8,,
ＨＯＬＡ! Ｇｉｎｚａ７(ｵﾗ ｷﾞﾝｻﾞ ｼｴﾃ),銀座7-2-11　菊村ビル1F,03-5537-7739,15,その他飲食店,スペイン料理・バル,all,東京都中央区銀座7-2-11,,
Bar 夕,銀座7-2-20　銀座コスモビルⅡ 2階,03-3573-9123,15,その他飲食店,バー,all,東京都中央区銀座7-2-20,,
MOON901,銀座7-2-20　パシフィック銀座ビルRF,050-3094-6513,15,その他飲食店,バーベキューエリア,all,東京都中央区銀座7-2-20,,
銀座スプラッシュ,銀座7-2-20　パシフィック銀座ビル7F,03-5568-5568,15,その他飲食店,カラオケ,all,東京都中央区銀座7-2-20,,
NEO SNAPPER CARNAVAL,銀座7-2-20　パシフィック銀座ビル2F,03-5568-7010,15,その他飲食店,肉バル、ステーキ、イタリアン,all,東京都中央区銀座7-2-20,,
SNAPPER＆GROUPER,銀座7-2-20　パシフィック銀座ビル1F,03-5568-8859,15,その他飲食店,メキシコ料理,all,東京都中央区銀座7-2-20,,
angelo,銀座7-2-20　パシフィック銀座ビルB1F,03-5568-5551,15,その他飲食店,イタリアン,all,東京都中央区銀座7-2-20,,
エスカイヤクラブ銀座店,銀座7-7-6　アスタープラザ3F,03-3574-9295,15,その他飲食店,会員制クラブ(フレンチ・ステーキ),all,東京都中央区銀座7-7-6,,
鉄板焼コルザ,銀座7-8-17　虎屋銀座ビルB1,03-3572-3039,15,その他飲食店,鉄板焼レストラン,all,東京都中央区銀座7-8-17,,
エスカイヤクラブ銀座花椿店,銀座7-9-15　GINZA gCUBE8F,03-6264-5035,15,その他飲食店,会員制クラブ(和食),all,東京都中央区銀座7-9-15,,
ビアホールライオンギンザ７丁目店,銀座7-9-20　銀座ライオンビル,03-3571-2590,15,その他飲食店,飲食店,all,東京都中央区銀座7-9-20,,
ビヤレストランライオン銀座７丁目店,銀座7-9-20　銀座ライオンビル2F,03-3571-2590,15,その他飲食店,飲食店,all,東京都中央区銀座7-9-20,,
スペインクラブ銀座,銀座7-12-14　大栄会館1階,03-6228-5356,15,その他飲食店,レストラン・ワインショップ,all,東京都中央区銀座7-12-14,,
やきとりの名門 秋吉 銀座店,銀座8-3-10,03-3571-0959,15,その他飲食店,やきとり,all,東京都中央区銀座8-3-10,,
かに道楽 銀座八丁目店,銀座8-7　ギンザナイン2号館2階,03-3572-7272,15,その他飲食店,かに料理店,all,東京都中央区銀座8-7,,
リトル沖縄,銀座8-7-10　第一常盤ビル1階,03-3572-2930,15,その他飲食店,沖縄料理,all,東京都中央区銀座8-7-10,,
Ｒｏｃｋ Ｂａｒ ＶＯＸ,銀座8-7-10　第一常盤ビルB2,03-3571-2006,15,その他飲食店,ダイニングバー,all,東京都中央区銀座8-7-10,,
Bacana Demais,銀座8-8-1　第7セントラルビルB1,03-6228-5627,15,その他飲食店,シュラスコレストラン,all,東京都中央区銀座8-8-1,,
資生堂パーラー銀座本店,銀座8-8-3,03-5537-6241,15,その他飲食店,レストラン,all,東京都中央区銀座8-8-3,,
銀座kａｐｐｏｕ ｕｋａｉ,銀座8-9-15　ジュエルボックス銀座B1,03-5568-1515,15,その他飲食店,割烹料理,all,東京都中央区銀座8-9-15,,
boB the garden Ginza,銀座8-9-15　ジュエルボックス銀座11階,03-6252-3251,15,その他飲食店,イタリアン,all,東京都中央区銀座8-9-15,,
土風炉 銀座コリドー街店,銀座8丁目　コリドー街1-2F,03-3289-9888,15,その他飲食店,飲食店,all,東京都中央区銀座8丁目,,
アナム本格インド料理,銀座8-10-8　銀座8-10ビルB1階,03-6280-6708,15,その他飲食店,飲食店（インド）,all,東京都中央区銀座8-10-8,,
オルカ 銀座醸造所（旧ブリューインバー）,銀座8-11-12　正金ビルB1,03-3574-7004,15,その他飲食店,クラフトビール製造 販売 レストラン,all,東京都中央区銀座8-11-12,,
ぎんざ神田川,銀座8-14-5　銀座KMビルB1F,03-3541-5401,15,その他飲食店,飲食店,all,東京都中央区銀座8-14-5,,
銀座ライオン 銀座インズ店,銀座西2-2先　銀座インズ2-2階,03-3564-4792,15,その他飲食店,飲食店,all,東京都中央区銀座西2-2,address_approx,
やきとり串八珍 新川店,新川1-3-2,03-3523-9400,15,その他飲食店,やきとり居酒屋,all,東京都中央区新川1-3-2,,
ヨッシーズ茅場町,新川1-4-11　高野ビル1階,03-5542-0124,15,その他飲食店,ビヤホール,all,東京都中央区新川1-4-11,,
酒と肴 武定,新川1-6-7　斉藤ビル1Ｆ,03-6222-9483,15,その他飲食店,海鮮居酒屋,all,東京都中央区新川1-6-7,,
バンコックポニー食堂茅場町店,新川1-10-11,03-6318-8764,15,その他飲食店,タイ料理,all,東京都中央区新川1-10-11,,
OSTERIA celery,新川1-25-20　miho茅場町1F,03-6260-3773,15,その他飲食店,イタリアン,all,東京都中央区新川1-25-20,,
イタリア食堂 Va Bene,新川1-27-7　日興パレス日本橋１F,080-1693-1780,15,その他飲食店,イタリア料理店,all,東京都中央区新川1-27-7,,
旬菜山,新川2-1-11　八重洲第一パークビル1階,03-3551-6882,15,その他飲食店,居酒屋,all,東京都中央区新川2-1-11,,
バー ポラリス,新川2-1-11　2階,03-3553-3355,15,その他飲食店,ダイニングバー,all,東京都中央区新川2-1-11,,
カレーでププレ,新川2-7-14　味澤ビル1F,080-3577-0141,15,その他飲食店,カレー屋,all,東京都中央区新川2-7-14,,
ワインバー杉浦印房,新川2-13-6,03-6228-3363,15,その他飲食店,ﾜｲﾝﾊﾞｰ,all,東京都中央区新川2-13-6,,
ＴＲＵＮＫＣＡＦＥ,新川2-22-6　SJIビル1F,03-6874-9124,15,その他飲食店,カフェ,all,東京都中央区新川2-22-6,,
ミアヴァート珈琲,新川2-25-10　1階,03-6280-3436,15,その他飲食店,カフェバー,all,東京都中央区新川2-25-10,,
洋食煉瓦亭 新富店,新富1-5-5-104,03-3551-3218,15,その他飲食店,洋食店,all,東京都中央区新富1-5-5-104,,
ビストロ ブワドパン,新富1-10-10,03-3551-2552,15,その他飲食店,フレンチレストラン,all,東京都中央区新富1-10-10,,
４４８ＬＩＢＥＲＭＥＮＴ,新富1-11-7　ミツヤ第三ビル1階,03-6280-4433,15,その他飲食店,飲食店,all,東京都中央区新富1-11-7,,
Ｌ＋,新富2-5-10　アパホテル1階,03-6882-9571,15,その他飲食店,西洋料理,all,東京都中央区新富2-5-10,,
ｃｏｕｌｉｓ,新富2-10-10　ネストビル2階,03-6228-3288,15,その他飲食店,野菜レストラン,all,東京都中央区新富2-10-10,,
カプリス,月島1-5-2-103　キャピタルゲートプレイス,03-3536-6995,15,その他飲食店,和洋定食,all,東京都中央区月島1-5-2-103,,
月島ラヴィーニャ,月島1-5-2-102　キャピタルゲートプレイス,03-5859-0048,15,その他飲食店,スペイン料理店,all,東京都中央区月島1-5-2-102,,
ＢＡＲ ９６ ｍｏｏｎ,月島1-6-12,03-6228-2560,15,その他飲食店,バー,all,東京都中央区月島1-6-12,,
つねまつ久蔵商店,月島1-6-12　広瀬ビル,03-6204-9740,15,その他飲食店,日本酒の立ち飲み屋,all,東京都中央区月島1-6-12,,
ゆきだるま,月島1-6-12　和合ハイム,080-5963-0888,15,その他飲食店,天然かき氷焼きいも,all,東京都中央区月島1-6-12,,
Bleu,月島1-10-8　1F,03-4400-2211,15,その他飲食店,鉄板焼き店,all,東京都中央区月島1-10-8,,
月島スペインクラブ,月島1-14-7　旭倉庫1階,03-3533-5381,15,その他飲食店,飲食業,all,東京都中央区月島1-14-7,,
ＣＨＩＣＫＥＮ ＣＯＵＮＴＲＹ,月島1-18-6,03-6204-2904,15,その他飲食店,飲食店鶏専門店,all,東京都中央区月島1-18-6,,
LITTLE SPICE THE CAFÉ ミライ,月島1-21-9,03-5547-4232,15,その他飲食店,カフェ,all,東京都中央区月島1-21-9,,
笑笑 月島駅前店,月島1-26-5　フロリスオーランティウムⅠ,03-3534-9088,15,その他飲食店,笑笑 月島駅前店,all,東京都中央区月島1-26-5,,
モスバーガー月島店,月島1-27-9　イチカワビル1F,03-5547-3711,15,その他飲食店,ハンバーガーショップ,all,東京都中央区月島1-27-9,,
居酒屋とと勘,月島1-27-12,03-6204-2282,15,その他飲食店,居酒屋,all,東京都中央区月島1-27-12,,
色彩小町,月島2-6-9　1F,03-5859-0559,15,その他飲食店,カフェ,all,東京都中央区月島2-6-9,,
元氣カフェ＆ギャラリー,月島2-7-13,050-1241-1414,15,その他飲食店,麹カフェ,all,東京都中央区月島2-7-13,,
月島オイスター倶楽部,月島2-10-1　ムーンアイランドタワーB107,03-5547-4510,15,その他飲食店,オイスターバー,all,東京都中央区月島2-10-1,,
月島スペイン食堂 Ｔａｂｅｌｕｎａ,月島2-10-1　ムーンアイランドタワーB105,03-6311-1416,15,その他飲食店,スペイン料理店,all,東京都中央区月島2-10-1,,
みらいのテーブル月島,月島2丁目13₋5　オルフェ月島1階,03-3520-9239,15,その他飲食店,ベーカリーカフェ,all,東京都中央区月島2丁目13₋5,,
ジョナサン月島,月島2-14-12　月島セントラルビル2階,03-5548-1772,15,その他飲食店,飲食業,all,東京都中央区月島2-14-12,,
炭火イタリアンFairy,月島3-3-1　ブンブンビルディング1ｓｔ 1Ｆ・2Ｆ,03-6204-9678,15,その他飲食店,炭火イタリアン,all,東京都中央区月島3-3-1,,
すっぽんとタイ料理 月島源平,月島3-11-11,03-3531-8842,15,その他飲食店,和食・タイ料理,all,東京都中央区月島3-11-11,,
TANGLIER,月島3-12-8　月島アバックビル2F,03-4400-2208,15,その他飲食店,バー,all,東京都中央区月島3-12-8,,
あぺたいと酒場 月島総本店,月島3丁目14番8号　1階,050-5305-6086,15,その他飲食店,焼きそば酒場,all,東京都中央区月島3丁目14番8号,,
Bistro961,月島4-18-2　LiM月島2階,090-5542-1468,15,その他飲食店,飲食店,all,東京都中央区月島4-18-2,,
レストラン千味,月島4-8-10　福寿マンション1階,03-3531-3737,15,その他飲食店,飲食店,all,東京都中央区月島4-8-10,,
マーキームーン,月島4-18-2　Lim月島1F,03-5859-5899,15,その他飲食店,ワインバー,all,東京都中央区月島4-18-2,,
